"record_id,timestamp,date,time,hour,minute,day_of_week,day_number,month,year,week_of_year,is_weekend,is_holiday,is_peak_morning,is_peak_evening,is_off_peak,road_segment_name,road_class,road_type,segment_latitude,segment_longitude,road_length_km,num_lanes,speed_limit_kmph,has_signal,is_one_way,near_hospital,near_school,near_market,weather_condition,temperature_celsius,humidity_percent,visibility_m,rainfall_mm,wind_speed_kmph,incident_type,incident_active,incident_duration_min,incident_severity,vehicle_density_pct,vehicle_count,trucks_count,two_wheelers_count,cars_count,autos_count,buses_count,ambulances_count,avg_speed_kmph,max_speed_kmph,min_speed_kmph,speed_std_dev,travel_time_min,free_flow_travel_time,delay_minutes,delay_index,queue_length_m,occupancy_rate,headway_seconds,flow_rate_veh_per_hr,saturation_flow_ratio,peak_hour_factor,weather_impact_factor,incident_impact_factor,density_lag_1h,density_lag_2h,density_lag_24h,speed_lag_1h,speed_lag_24h,density_rolling_3h_avg,density_rolling_7d_avg,congestion_level,congestion_score,is_congested"
"1093,2024-05-10 05:04:00,2024-05-10,05:04,5,4,Friday,4,5,2024,19,0,0,0,0,1,Gudiyatham Road,SH149,secondary,12.938689,79.17457,2.27,2,50,1,0,0,0,0,Cloudy,28.5,41.5,3000,0.0,4.3,Breakdown,1,139,3,11.59,157,10,87,43,7,8,0,44.8,65.0,19.4,8.38,3.04,2.72,0.32,1.118,263.1,0.116,27.1,69,0.111,0.2,0.97,0.8,8.81,15.82,21.48,40.1,37.7,19.79,0.0,Free Flow,0.116,0"
"1094,2024-10-14 12:21:00,2024-10-14,12:21,12,21,Monday,0,10,2024,42,0,1,0,0,0,Vellore-Chennai NH,NH48,motorway,12.894597,79.12678,8.02,4,100,0,1,0,0,0,Heavy Rain,26.3,68.4,800,57.1,21.6,Accident,1,78,4,33.98,3270,430,1326,979,177,74,3,50.3,60.8,22.7,12.81,9.57,4.81,4.76,1.99,2725.2,0.34,21.51,407,0.352,1.3,0.65,0.55,26.41,31.79,58.62,54.8,55.9,25.57,48.69,Light,0.34,0"
"1095,2023-11-13 09:12:00,2023-11-13,09:12,9,12,Monday,0,11,2023,46,0,0,1,0,0,Vellore Bus Stand,local,residential,12.930437,79.133425,4.96,1,30,0,0,0,0,1,Light Rain,31.9,76.3,2000,6.7,26.2,None,0,0,0,61.17,910,127,526,310,118,63,2,15.6,18.8,7.0,8.52,19.08,9.92,9.16,1.923,3034.0,0.612,14.71,183,0.568,1.8,0.88,1.0,61.88,52.79,63.13,15.6,5.2,54.58,61.41,Heavy,0.612,1"
"1096,2024-10-04 02:16:00,2024-10-04,02:16,2,16,Friday,4,10,2024,40,0,0,0,0,1,Vellore-Chennai NH,NH48,motorway,12.88952,79.12313,1.75,4,100,0,1,0,1,0,Clear,37.2,67.7,5000,0.0,21.4,Breakdown,1,76,5,9.83,206,28,116,62,27,15,0,93.4,114.5,57.4,2.19,1.12,1.05,0.07,1.067,172.0,0.098,27.54,117,0.099,0.2,1.0,0.8,0.0,24.28,0.0,96.5,88.3,5.29,10.29,Free Flow,0.098,0"
"1097,2024-03-05 14:59:00,2024-03-05,14:59,14,59,Tuesday,1,3,2024,10,0,0,0,0,0,Poonai Road,local,tertiary,12.936799,79.153599,9.64,2,40,0,0,0,1,0,Cloudy,25.3,85.7,3000,0.0,9.5,None,0,0,0,63.09,3649,382,2071,1150,507,160,2,22.5,28.1,12.6,8.39,25.71,14.46,11.25,1.778,6081.9,0.631,14.23,378,0.654,0.8,0.97,1.0,68.11,61.09,78.82,29.4,30.1,67.48,58.48,Heavy,0.631,1"
"1098,2024-05-07 12:02:00,2024-05-07,12:02,12,2,Tuesday,1,5,2024,19,0,0,0,0,0,VIT University Rd,local,secondary,12.971761,79.145609,6.96,2,50,1,0,0,0,0,Clear,26.3,67.5,5000,0.0,27.8,None,0,0,0,75.47,3151,179,1489,811,353,161,1,24.8,33.2,12.4,14.95,16.84,8.35,8.49,2.017,5252.7,0.755,11.13,452,0.71,1.3,1.0,1.0,69.44,66.5,58.8,23.7,29.3,76.55,83.16,Heavy,0.755,1"
"1099,2024-09-13 05:38:00,2024-09-13,05:38,5,38,Friday,4,9,2024,37,0,0,0,0,1,Ranipet Road,NH48,primary,12.882599,79.11529,10.01,3,60,1,0,0,0,0,Clear,32.4,77.4,5000,0.0,25.8,Festival Procession,1,80,4,1.26,113,7,46,26,15,4,0,59.5,70.1,30.8,4.47,10.09,10.01,0.08,1.008,126.1,0.013,29.68,11,0.012,0.2,1.0,0.5,13.19,0.0,0.0,52.8,69.6,7.28,1.59,Free Flow,0.013,0"
"1100,2024-02-15 11:16:00,2024-02-15,11:16,11,16,Thursday,3,2,2024,7,0,0,0,0,0,Arcot Road,NH234,primary,12.903635,79.129827,6.27,3,60,1,0,1,0,0,Cloudy,29.8,68.8,3000,0.0,8.3,None,0,0,0,24.61,1388,126,682,347,132,107,1,48.7,59.8,32.9,14.45,7.72,6.27,1.45,1.231,1543.0,0.246,23.85,221,0.262,0.8,0.97,1.0,15.6,24.68,35.24,42.1,42.5,21.59,20.51,Light,0.246,0"
"1101,2024-09-24 13:56:00,2024-09-24,13:56,13,56,Tuesday,1,9,2024,39,0,0,0,0,0,Ranipet Road,NH48,primary,12.887652,79.115872,3.35,3,60,1,0,0,0,0,Fog,41.8,84.4,300,0.0,2.0,None,0,0,0,33.36,1005,115,587,266,118,74,0,32.7,43.8,19.6,14.91,6.15,3.35,2.8,1.836,1117.6,0.334,21.66,300,0.344,1.3,0.7,1.0,45.84,30.65,21.55,31.5,35.2,36.04,30.2,Light,0.334,0"
"1102,2024-08-29 06:25:00,2024-08-29,06:25,6,25,Thursday,3,8,2024,35,0,0,0,0,0,Sankaranpalayam Rd,local,tertiary,12.914969,79.129561,9.72,2,40,0,0,0,0,0,Clear,36.3,69.5,5000,0.0,13.0,None,0,0,0,29.71,1732,184,983,653,95,119,0,32.1,37.0,22.3,12.62,18.17,14.58,3.59,1.246,2887.8,0.297,22.57,178,0.282,0.8,1.0,1.0,17.02,40.07,38.69,40.0,27.6,34.12,36.75,Light,0.297,0"
"1103,2023-01-10 06:34:00,2023-01-10,06:34,6,34,Tuesday,1,1,2023,2,0,0,0,0,0,Gandhi Nagar Road,local,tertiary,12.942221,79.125839,11.48,2,40,0,0,0,0,0,Cloudy,32.2,45.5,3000,0.0,21.9,Breakdown,1,103,4,35.86,2470,165,1138,981,190,151,1,29.5,32.9,13.5,7.53,23.35,17.22,6.13,1.356,4116.7,0.359,21.04,215,0.31,0.8,0.97,0.8,44.62,39.93,60.13,27.1,30.0,31.62,45.13,Light,0.359,0"
"1104,2023-05-12 10:15:00,2023-05-12,10:15,10,15,Friday,4,5,2023,19,0,0,1,0,0,Gudiyatham Road,SH149,secondary,12.943751,79.176267,8.25,2,50,1,0,0,0,0,Clear,25.6,55.2,5000,0.0,2.0,Festival Procession,1,90,3,30.15,1492,207,615,562,153,46,2,40.0,44.8,16.5,2.19,12.38,9.9,2.48,1.251,2487.4,0.301,22.46,180,0.328,1.8,1.0,0.5,33.16,39.65,17.49,34.9,29.3,31.84,47.76,Light,0.301,0"
"1105,2024-09-14 14:01:00,2024-09-14,14:01,14,1,Saturday,5,9,2024,37,1,0,0,0,0,Vellore Main Bazar,local,tertiary,12.926242,79.123993,2.11,2,40,0,0,0,1,1,Clear,28.9,56.6,5000,0.0,20.3,Breakdown,1,168,2,7.85,99,14,42,37,9,5,3,37.9,48.3,16.6,7.73,3.34,3.17,0.17,1.054,165.6,0.079,28.04,46,0.064,0.9,1.0,0.8,0.0,2.13,30.2,35.3,33.3,16.39,0.0,Free Flow,0.079,0"
"1106,2023-07-04 12:26:00,2023-07-04,12:26,12,26,Tuesday,1,7,2023,27,0,0,0,0,0,Vellore Fort Road,local,secondary,12.942175,79.134563,5.42,2,50,1,0,1,0,0,Light Rain,30.1,77.6,2000,6.2,1.5,Road Work,1,157,2,48.98,1592,232,746,615,95,116,1,29.6,40.1,15.6,7.68,10.99,6.5,4.49,1.691,2654.7,0.49,17.76,293,0.461,1.3,0.88,0.65,59.62,50.56,54.63,35.8,29.7,56.81,61.47,Moderate,0.49,0"
"1107,2023-07-13 06:45:00,2023-07-13,06:45,6,45,Thursday,3,7,2023,28,0,0,0,0,0,Vellore Bus Stand,local,residential,12.93459,79.133287,10.67,1,30,0,0,0,1,1,Clear,34.2,85.7,5000,0.0,29.6,Flooding,1,21,3,8.51,272,29,139,97,22,16,0,28.3,41.9,17.6,3.1,22.62,21.34,1.28,1.06,908.0,0.085,27.87,25,0.087,0.8,1.0,0.4,6.15,15.44,32.66,20.8,38.5,6.34,14.65,Free Flow,0.085,0"
"1108,2024-09-04 02:02:00,2024-09-04,02:02,2,2,Wednesday,2,9,2024,36,0,0,0,0,1,Jolarpet Road,NH234,primary,12.939401,79.177203,0.54,3,60,1,0,0,1,0,Cloudy,29.0,53.8,3000,0.0,23.3,None,0,0,0,7.65,37,4,17,8,2,2,0,55.2,74.7,26.8,3.95,0.59,0.54,0.05,1.093,41.3,0.076,28.09,68,0.082,0.2,0.97,1.0,21.38,3.57,7.66,52.3,54.3,0.0,12.74,Free Flow,0.076,0"
"1109,2024-07-12 10:42:00,2024-07-12,10:42,10,42,Friday,4,7,2024,28,0,0,1,0,0,Ambur Road,NH234,primary,12.978643,79.13678,6.05,3,60,1,0,0,0,0,Light Rain,25.0,90.4,2000,2.7,20.0,None,0,0,0,41.74,2272,161,1352,609,279,103,3,38.1,56.1,24.9,5.69,9.53,6.05,3.48,1.575,2525.3,0.417,19.56,375,0.38,1.8,0.88,1.0,39.14,40.92,44.38,35.0,37.2,32.3,33.31,Moderate,0.417,0"
"1110,2024-10-15 06:14:00,2024-10-15,06:14,6,14,Tuesday,1,10,2024,42,0,1,0,0,0,Ranipet Road,NH48,primary,12.887357,79.115784,2.61,3,60,1,0,0,0,0,Heavy Rain,29.2,60.8,800,58.7,23.1,None,0,0,0,40.74,956,79,525,331,79,45,3,28.4,33.6,19.6,11.83,5.51,2.61,2.9,2.111,1063.3,0.407,19.81,366,0.426,0.8,0.65,1.0,41.18,25.07,52.19,36.3,25.9,44.23,35.1,Moderate,0.407,0"
"1111,2024-01-05 18:26:00,2024-01-05,18:26,18,26,Friday,4,1,2024,1,0,0,0,1,0,Vellore Main Bazar,local,tertiary,12.923687,79.119489,4.26,2,40,0,0,0,0,1,Cloudy,31.4,42.3,3000,0.0,4.6,None,0,0,0,100.0,2556,273,1224,650,193,72,0,12.9,17.1,4.8,13.53,19.81,6.39,13.42,3.1,4260.0,1.0,5.0,600,0.898,1.9,0.97,1.0,106.97,93.54,99.0,14.3,9.7,104.41,98.13,Gridlock,1.0,1"
"1112,2023-08-24 15:25:00,2023-08-24,15:25,15,25,Thursday,3,8,2023,34,0,0,0,0,0,Gandhi Nagar Road,local,tertiary,12.942688,79.124219,5.25,2,40,0,0,0,0,0,Clear,28.9,55.7,5000,0.0,6.6,None,0,0,0,11.45,360,35,156,112,22,20,1,36.9,45.9,22.2,6.05,8.54,7.88,0.66,1.084,601.1,0.114,27.14,68,0.125,0.8,1.0,1.0,2.16,0.0,16.82,34.8,27.0,21.23,18.13,Free Flow,0.114,0"
"1113,2024-08-04 12:57:00,2024-08-04,12:57,12,57,Sunday,6,8,2024,31,1,0,0,0,0,Sathuvachari Road,local,tertiary,12.938384,79.176835,2.03,2,40,0,0,0,0,0,Clear,28.7,65.3,5000,0.0,14.0,None,0,0,0,76.12,927,132,493,307,116,40,0,19.7,22.1,13.6,8.58,6.18,3.04,3.14,2.033,1545.2,0.761,10.97,456,0.68,1.4,1.0,1.0,73.1,95.34,69.98,16.6,21.2,74.75,83.49,Heavy,0.761,1"
"1114,2024-11-27 18:40:00,2024-11-27,18:40,18,40,Wednesday,2,11,2024,48,0,0,0,1,0,Arcot Road,NH234,primary,12.902264,79.12917,4.06,3,60,1,0,1,0,0,Clear,33.3,67.8,5000,0.0,10.0,None,0,0,0,100.0,3653,413,1581,1078,249,156,1,20.0,23.7,13.3,3.86,12.18,4.06,8.12,3.0,4060.0,1.0,5.0,899,0.934,1.9,1.0,1.0,109.44,99.51,106.6,16.9,27.9,98.26,101.61,Gridlock,1.0,1"
"1115,2024-12-29 05:30:00,2024-12-29,05:30,5,30,Sunday,6,12,2024,52,1,0,0,0,1,Thorapadi Road,SH66,secondary,12.922033,79.110714,11.55,2,50,1,0,0,0,0,Clear,37.1,54.9,5000,0.0,12.9,None,0,0,0,18.3,1268,113,518,278,184,70,3,43.9,49.8,14.0,6.92,15.79,13.86,1.93,1.139,2113.7,0.183,25.43,109,0.175,0.3,1.0,1.0,8.36,30.85,12.61,47.7,44.4,18.74,17.14,Free Flow,0.183,0"
"1116,2023-06-23 08:16:00,2023-06-23,08:16,8,16,Friday,4,6,2023,25,0,0,1,0,0,Thorapadi Road,SH66,secondary,12.926,79.117291,7.45,2,50,1,0,0,0,0,Cloudy,41.7,88.9,3000,0.0,15.6,None,0,0,0,100.0,4470,414,2420,1266,262,268,2,16.2,18.1,8.5,9.02,27.59,8.94,18.65,3.086,7450.0,1.0,5.0,600,1.009,1.8,0.97,1.0,92.06,84.06,87.38,8.6,13.7,104.82,90.71,Gridlock,1.0,1"
"1117,2024-08-22 02:51:00,2024-08-22,02:51,2,51,Thursday,3,8,2024,34,0,0,0,0,1,Ranipet Road,NH48,primary,12.884899,79.118571,2.06,3,60,1,0,0,1,0,Heavy Rain,39.0,90.5,800,37.2,20.2,Festival Procession,1,73,2,3.73,69,4,38,14,4,3,2,38.0,44.5,11.5,3.99,3.25,2.06,1.19,1.578,76.8,0.037,29.07,33,0.036,0.2,0.65,0.5,0.0,0.0,25.14,33.9,45.8,6.47,11.16,Free Flow,0.037,0"
"1118,2023-10-26 00:37:00,2023-10-26,00:37,0,37,Thursday,3,10,2023,43,0,1,0,0,1,CMC Hospital Road,local,secondary,12.927064,79.130373,6.86,2,50,1,0,1,0,0,Cloudy,25.4,66.7,3000,0.0,5.5,None,0,0,0,13.77,566,47,228,209,42,33,3,44.0,57.0,18.8,13.75,9.35,8.23,1.12,1.136,944.6,0.138,26.56,82,0.139,0.2,0.97,1.0,0.0,21.74,23.28,46.5,47.3,18.81,0.0,Free Flow,0.138,0"
"1119,2024-01-21 10:53:00,2024-01-21,10:53,10,53,Sunday,6,1,2024,3,1,0,1,0,0,Ambur Road,NH234,primary,12.981072,79.133087,11.53,3,60,1,0,0,0,0,Heavy Rain,27.8,81.7,800,53.2,27.3,None,0,0,0,45.25,4695,460,2227,1007,368,232,3,27.2,36.7,9.4,14.69,25.43,11.53,13.9,2.206,5217.3,0.453,18.69,407,0.37,1.4,0.65,1.0,51.72,47.35,20.79,26.9,28.0,38.98,26.58,Moderate,0.453,0"
"1120,2023-02-24 01:39:00,2023-02-24,01:39,1,39,Friday,4,2,2023,8,0,0,0,0,1,VIT University Rd,local,secondary,12.967921,79.148771,3.23,2,50,1,0,0,0,0,Clear,41.8,79.5,5000,0.0,3.4,None,0,0,0,16.0,310,41,134,85,36,6,1,44.7,52.4,25.9,9.1,4.34,3.88,0.46,1.119,516.8,0.16,26.0,95,0.135,0.2,1.0,1.0,23.08,10.01,26.57,42.9,41.4,19.11,0.0,Free Flow,0.16,0"
"1121,2023-04-01 07:07:00,2023-04-01,07:07,7,7,Saturday,5,4,2023,13,1,1,0,0,0,Sankaranpalayam Rd,local,tertiary,12.915951,79.128805,1.64,2,40,0,0,0,0,0,Light Rain,32.4,59.0,2000,3.6,0.8,None,0,0,0,80.21,789,98,328,228,48,53,3,16.4,23.3,9.8,7.35,6.0,2.46,3.54,2.439,1315.4,0.802,9.95,481,0.674,0.9,0.88,1.0,83.14,67.39,60.0,11.4,13.9,75.34,66.98,Gridlock,0.802,1"
"1122,2023-08-28 00:10:00,2023-08-28,00:10,0,10,Monday,0,8,2023,35,0,0,0,0,1,Ambur Road,NH234,primary,12.987071,79.133729,2.47,3,60,1,0,0,0,0,Cloudy,35.1,56.4,3000,0.0,10.8,VIP Movement,1,96,2,2.99,66,3,33,23,3,2,3,57.0,70.0,24.4,8.86,2.6,2.47,0.13,1.053,73.9,0.03,29.25,26,0.028,0.2,0.97,0.6,0.0,0.0,24.44,56.1,50.6,2.92,0.0,Free Flow,0.03,0"
"1123,2024-09-16 15:03:00,2024-09-16,15:03,15,3,Monday,0,9,2024,38,0,0,0,0,0,Ambur Road,NH234,primary,12.985099,79.139208,8.94,3,60,1,0,0,0,0,Light Rain,34.1,79.9,2000,10.0,15.3,None,0,0,0,27.77,2234,183,1214,450,222,66,1,43.0,55.1,23.1,7.75,12.47,8.94,3.53,1.395,2482.6,0.278,23.06,249,0.3,0.8,0.88,1.0,16.9,15.27,4.06,48.5,44.1,22.5,8.21,Light,0.278,0"
"1124,2023-04-03 05:04:00,2023-04-03,05:04,5,4,Monday,0,4,2023,14,0,0,0,0,1,Vellore Fort Road,local,secondary,12.94708,79.132295,10.0,2,50,1,0,1,1,0,Clear,28.6,63.5,5000,0.0,9.1,Road Work,1,17,4,2.01,120,9,49,35,14,4,3,49.3,70.0,29.0,7.99,12.17,12.0,0.17,1.014,201.0,0.02,29.5,12,0.02,0.2,1.0,0.65,0.0,0.0,17.61,48.3,47.8,2.21,0.0,Free Flow,0.02,0"
"1125,2024-10-07 21:05:00,2024-10-07,21:05,21,5,Monday,0,10,2024,41,0,0,0,0,0,Bagayam Road,SH66,primary,12.900752,79.129347,2.38,3,60,1,0,0,0,0,Cloudy,41.2,83.6,3000,0.0,2.4,None,0,0,0,46.19,989,73,589,300,106,74,0,40.3,60.4,27.4,5.57,3.54,2.38,1.16,1.487,1099.3,0.462,18.45,415,0.495,0.8,0.97,1.0,52.15,46.18,55.95,39.7,38.3,37.61,60.61,Moderate,0.462,0"
"1126,2023-10-02 18:25:00,2023-10-02,18:25,18,25,Monday,0,10,2023,40,0,0,0,1,0,Gandhi Nagar Road,local,tertiary,12.937251,79.128495,8.98,2,40,0,0,0,0,0,Clear,25.7,42.1,5000,0.0,14.0,Breakdown,1,118,1,50.13,2701,169,1162,651,136,168,2,26.6,39.4,11.2,8.56,20.26,13.47,6.79,1.504,4501.7,0.501,17.47,300,0.425,1.9,1.0,0.8,48.94,35.57,68.23,30.3,16.0,58.48,55.57,Moderate,0.501,0"
"1127,2024-06-28 08:33:00,2024-06-28,08:33,8,33,Friday,4,6,2024,26,0,0,1,0,0,Sankaranpalayam Rd,local,tertiary,12.919994,79.128664,6.99,2,40,0,0,0,1,0,Cloudy,32.5,53.0,3000,0.0,18.9,Road Work,1,127,3,92.83,3893,467,2251,1266,258,288,0,14.8,21.6,8.1,9.48,28.34,10.49,17.85,2.702,6488.8,0.928,6.79,556,0.854,1.8,0.97,0.65,90.54,101.38,107.83,11.7,12.0,93.5,83.49,Gridlock,0.928,1"
"1128,2023-09-12 18:35:00,2023-09-12,18:35,18,35,Tuesday,1,9,2023,37,0,0,0,1,0,Ambur Road,NH234,primary,12.979274,79.13823,3.17,3,60,1,0,0,0,0,Heavy Rain,37.0,61.6,800,20.9,13.6,None,0,0,0,34.56,985,65,585,290,82,77,1,30.0,43.0,19.3,13.63,6.34,3.17,3.17,2.0,1095.6,0.346,21.36,310,0.374,1.9,0.65,1.0,38.48,16.82,14.78,28.8,23.9,40.15,19.23,Light,0.346,0"
"1129,2023-04-05 11:25:00,2023-04-05,11:25,11,25,Wednesday,2,4,2023,14,0,0,0,0,0,Gandhi Nagar Road,local,tertiary,12.940512,79.127497,8.43,2,40,0,0,0,0,0,Cloudy,28.6,77.9,3000,0.0,12.6,None,0,0,0,31.95,1616,224,709,471,126,58,2,30.5,43.3,10.6,13.8,16.58,12.64,3.94,1.312,2693.4,0.32,22.01,191,0.318,0.8,0.97,1.0,26.14,22.79,21.47,24.9,20.4,31.29,22.56,Light,0.32,0"
"1130,2023-09-29 09:36:00,2023-09-29,09:36,9,36,Friday,4,9,2023,39,0,0,1,0,0,Vellore Main Bazar,local,tertiary,12.924393,79.125863,4.32,2,40,0,0,0,0,1,Clear,35.5,49.2,5000,0.0,11.4,None,0,0,0,89.75,2326,233,1348,499,261,63,3,16.1,19.5,8.0,9.94,16.1,6.48,9.62,2.485,3877.2,0.897,7.56,538,0.961,1.8,1.0,1.0,94.57,81.28,94.08,22.2,27.9,83.22,87.39,Gridlock,0.897,1"
"1131,2023-11-27 06:41:00,2023-11-27,06:41,6,41,Monday,0,11,2023,48,0,0,0,0,0,Bagayam Road,SH66,primary,12.904101,79.131541,10.94,3,60,1,0,0,1,0,Light Rain,35.1,88.5,2000,4.4,9.5,None,0,0,0,49.91,4914,304,2327,1910,282,254,2,35.2,45.5,18.6,13.93,18.65,10.94,7.71,1.705,5460.2,0.499,17.52,449,0.534,0.8,0.88,1.0,36.37,68.22,65.55,36.1,29.4,54.71,69.82,Moderate,0.499,0"
"1132,2024-05-30 02:08:00,2024-05-30,02:08,2,8,Thursday,3,5,2024,22,0,0,0,0,1,Arcot Road,NH234,primary,12.910359,79.129739,3.39,3,60,1,0,1,1,0,Heavy Rain,41.6,89.7,800,36.5,6.2,None,0,0,0,7.54,230,12,129,49,17,10,3,37.0,46.9,22.1,7.06,5.5,3.39,2.11,1.622,255.6,0.075,28.11,67,0.077,0.2,0.65,1.0,3.87,22.14,13.87,32.9,35.7,3.73,0.0,Free Flow,0.075,0"
"1133,2023-03-07 16:58:00,2023-03-07,16:58,16,58,Tuesday,1,3,2023,10,0,0,0,0,0,Gandhi Nagar Road,local,tertiary,12.944227,79.123878,6.15,2,40,0,0,0,0,0,Cloudy,41.2,74.6,3000,0.0,0.3,None,0,0,0,12.27,452,27,195,90,55,14,3,35.6,39.8,23.6,11.9,10.37,9.22,1.15,1.125,754.6,0.123,26.93,73,0.105,0.8,0.97,1.0,26.76,0.0,33.69,37.5,33.6,22.17,26.67,Free Flow,0.123,0"
"1134,2024-10-16 04:07:00,2024-10-16,04:07,4,7,Wednesday,2,10,2024,42,0,0,0,0,1,Vellore-Chennai NH,NH48,motorway,12.88921,79.117167,11.14,4,100,0,1,0,0,0,Cloudy,25.1,61.5,3000,0.0,11.9,Accident,1,167,4,5.45,728,81,409,255,69,52,1,93.5,104.1,30.4,2.88,7.15,6.68,0.47,1.07,607.1,0.054,28.64,65,0.045,0.2,0.97,0.55,15.59,0.0,0.06,95.8,86.8,5.22,0.0,Free Flow,0.054,0"
"1135,2024-03-09 02:45:00,2024-03-09,02:45,2,45,Saturday,5,3,2024,10,1,0,0,0,1,Anna Nagar Road,local,residential,12.929787,79.126696,11.77,1,30,0,0,0,0,0,Clear,34.4,49.3,5000,0.0,9.7,None,0,0,0,19.65,693,67,337,262,96,43,1,26.1,34.9,8.1,6.09,27.06,23.54,3.52,1.15,2312.8,0.196,25.09,58,0.185,0.3,1.0,1.0,18.73,32.48,26.72,31.7,19.1,18.52,0.28,Free Flow,0.196,0"
"1136,2024-10-02 03:02:00,2024-10-02,03:02,3,2,Wednesday,2,10,2024,40,0,0,0,0,1,Sathuvachari Road,local,tertiary,12.937907,79.17927,4.74,2,40,0,0,0,0,0,Clear,27.9,55.0,5000,0.0,29.3,None,0,0,0,2.07,58,4,32,20,7,3,3,39.4,53.1,27.0,7.53,7.22,7.11,0.11,1.015,98.1,0.021,29.48,12,0.017,0.2,1.0,1.0,5.59,0.0,0.0,38.9,49.4,0.0,1.52,Free Flow,0.021,0"
"1137,2023-06-25 02:03:00,2023-06-25,02:03,2,3,Sunday,6,6,2023,25,1,0,0,0,1,CMC Hospital Road,local,secondary,12.925657,79.129538,1.52,2,50,1,0,1,1,0,Clear,29.2,61.4,5000,0.0,23.6,None,0,0,0,21.87,199,26,93,51,19,15,1,42.7,52.5,19.2,6.37,2.14,1.82,0.32,1.176,332.4,0.219,24.53,130,0.228,0.3,1.0,1.0,26.1,20.7,19.53,46.4,44.9,12.63,19.76,Light,0.219,0"
"1138,2024-11-29 11:49:00,2024-11-29,11:49,11,49,Friday,4,11,2024,48,0,0,0,0,0,Ranipet Road,NH48,primary,12.886789,79.114026,9.4,3,60,1,0,0,0,0,Fog,32.3,52.3,300,0.0,4.6,None,0,0,0,39.72,3360,193,1458,894,442,178,2,30.9,39.2,19.1,12.99,18.25,9.4,8.85,1.941,3733.7,0.397,20.07,357,0.324,0.8,0.7,1.0,44.51,51.94,53.36,36.5,39.3,41.5,45.1,Light,0.397,0"
"1139,2024-09-28 08:36:00,2024-09-28,08:36,8,36,Saturday,5,9,2024,39,1,0,1,0,0,Sankaranpalayam Rd,local,tertiary,12.918764,79.126686,8.39,2,40,0,0,0,0,0,Cloudy,39.3,63.5,3000,0.0,28.1,None,0,0,0,49.6,2496,278,1069,908,290,100,0,26.0,33.2,8.4,5.41,19.36,12.59,6.77,1.538,4161.4,0.496,17.6,297,0.41,0.9,0.97,1.0,51.71,32.89,31.05,20.3,27.5,46.0,65.16,Moderate,0.496,0"
"1140,2024-12-12 17:21:00,2024-12-12,17:21,17,21,Thursday,3,12,2024,50,0,0,0,1,0,Vellore-Chennai NH,NH48,motorway,12.891137,79.12295,1.3,4,100,0,1,0,0,0,Cloudy,41.9,77.2,3000,0.0,9.4,None,0,0,0,100.0,1560,190,857,318,87,64,0,32.3,40.7,12.9,5.42,2.41,0.78,1.63,3.09,1300.0,1.0,5.0,1200,0.922,1.9,0.97,1.0,87.07,103.95,101.28,27.3,23.8,93.59,95.3,Gridlock,1.0,1"
"1141,2024-09-09 06:42:00,2024-09-09,06:42,6,42,Monday,0,9,2024,37,0,0,0,0,0,Poonai Road,local,tertiary,12.938344,79.157854,3.01,2,40,0,0,0,1,0,Clear,33.1,55.8,5000,0.0,7.4,None,0,0,0,36.86,665,98,364,223,37,45,2,30.2,36.6,15.5,5.92,5.98,4.51,1.47,1.326,1109.5,0.369,20.79,220,0.341,0.8,1.0,1.0,45.99,34.06,45.11,33.0,33.3,45.22,20.35,Light,0.369,0"
"1142,2024-07-20 17:03:00,2024-07-20,17:03,17,3,Saturday,5,7,2024,29,1,0,0,1,0,Vellore Bus Stand,local,residential,12.935164,79.135718,8.91,1,30,0,0,0,0,1,Clear,36.3,43.7,5000,0.0,13.7,None,0,0,0,64.98,1736,167,777,491,219,82,2,17.0,21.1,7.1,10.03,31.45,17.82,13.63,1.765,5789.7,0.65,13.75,194,0.531,1.4,1.0,1.0,57.49,83.49,45.52,14.3,25.7,59.98,59.31,Heavy,0.65,1"
"1143,2023-04-21 01:08:00,2023-04-21,01:08,1,8,Friday,4,4,2023,16,0,0,0,0,1,Vellore Fort Road,local,secondary,12.948216,79.133253,4.89,2,50,1,0,1,0,0,Clear,27.7,57.3,5000,0.0,5.7,None,0,0,0,10.06,295,42,122,80,36,7,2,46.6,57.5,28.6,8.04,6.3,5.87,0.43,1.073,491.9,0.101,27.48,60,0.085,0.2,1.0,1.0,2.57,7.35,25.07,45.4,43.9,5.69,0.0,Free Flow,0.101,0"
"1144,2023-11-01 09:52:00,2023-11-01,09:52,9,52,Wednesday,2,11,2023,44,0,0,1,0,0,Vellore Fort Road,local,secondary,12.946525,79.134347,6.33,2,50,1,0,1,0,0,Fog,31.9,45.9,300,0.0,19.8,None,0,0,0,100.0,3798,362,2186,1436,362,88,2,11.7,13.1,6.2,12.73,32.46,7.6,24.86,4.271,6330.0,1.0,5.0,600,1.075,1.8,0.7,1.0,95.35,106.67,82.88,15.5,18.3,97.22,104.8,Gridlock,1.0,1"
