"record_id,timestamp,date,time,hour,minute,day_of_week,day_number,month,year,week_of_year,season,is_weekend,is_holiday,shift_label,is_morning_peak,is_evening_peak,is_night,hospital_id,hospital_name,hospital_level,er_capacity,patients_in_er,waiting_count,critical_patients,stable_patients,admitted_this_hour,discharged_this_hour,referred_out_this_hour,walk_in_patients,ambulance_arrivals,pediatric_cases,obstetric_cases,dominant_emergency_type,avg_wait_time_min,max_wait_time_min,avg_treatment_time_min,door_to_doctor_min,triage_duration_min,bed_turnover_rate,doctors_on_duty,nurses_on_duty,paramedics_on_duty,duty_doctor_specialist,defibrillator_operational,ct_scan_operational,xray_operational,lab_tat_min,oxygen_status,blood_units_available,ppe_adequate,temperature_celsius,humidity_percent,weather_condition,rain_impact_multiplier,er_load_ratio,icu_load_ratio,bed_occupancy_ratio,load_lag_1h,load_lag_2h,load_lag_24h,load_lag_7d,load_rolling_3h_avg,load_rolling_7d_avg,load_rolling_24h_std,local_event_nearby,highway_accident_reported,epidemic_alert_active,predicted_load_next_1h,er_load_class_next_1h,will_be_overloaded_next_1h"
"903,2023-05-23 01:00:00,2023-05-23,01:00,1,0,Tuesday,1,5,2023,21,Summer,0,0,Night,0,0,1,H003,RELA MS International Hospital,Multi-Specialty,20,7,0,1,5,1,0,0,1,3,0,0,Cardiac Arrest,0.0,0.0,41.5,20.6,4.3,0.0,2,6,3,1,1,1,1,59.3,Full,1,1,33.6,75.2,Heavy Rain,1.3,0.35,0.531,0.518,0.392,0.473,0.271,0.586,0.405,0.41,0.1645,0,1,0,0.407,Low,0"
"904,2023-05-24 21:00:00,2023-05-24,21:00,21,0,Wednesday,2,5,2023,21,Summer,0,0,Afternoon,0,1,0,H003,RELA MS International Hospital,Multi-Specialty,20,15,2,2,13,5,3,0,1,4,2,1,Pediatric Emergency,15.7,28.7,43.1,20.8,12.5,3.6,4,10,2,1,1,1,1,47.4,Low,36,1,29.2,43.6,Cloudy,1.0,0.75,0.629,0.594,0.769,0.746,0.888,0.876,0.755,0.886,0.144,0,0,0,0.824,High,0"
"905,2023-05-25 17:00:00,2023-05-25,17:00,17,0,Thursday,3,5,2023,21,Summer,0,0,Afternoon,0,1,0,H003,RELA MS International Hospital,Multi-Specialty,20,18,6,2,16,0,3,5,1,2,1,2,Road Accident,45.6,116.8,63.9,22.4,6.5,3.6,4,10,4,1,1,1,1,32.3,Low,0,1,33.4,73.1,Cloudy,1.0,0.9,0.625,0.854,0.814,0.774,0.871,0.939,0.829,0.806,0.1238,0,0,0,0.79,High,0"
"906,2023-05-26 09:00:00,2023-05-26,09:00,9,0,Friday,4,5,2023,21,Summer,0,0,Morning,1,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,18,7,2,16,6,1,2,2,4,2,2,Road Accident,37.0,61.1,100.7,25.1,12.7,1.2,5,14,6,0,1,0,1,15.9,Medium,39,1,29.9,71.8,Clear,1.0,0.9,0.576,0.785,0.922,0.997,0.921,1.02,0.94,0.833,0.0654,0,0,0,0.819,High,0"
"907,2023-05-27 23:00:00,2023-05-27,23:00,23,0,Saturday,5,5,2023,21,Summer,1,0,Night,0,0,1,H003,RELA MS International Hospital,Multi-Specialty,20,11,0,0,10,0,3,0,1,2,0,3,Respiratory Distress,0.0,0.0,74.8,16.1,8.5,3.6,2,6,4,1,1,1,1,45.1,Full,45,1,30.4,73.3,Rain,1.1,0.55,0.974,0.832,0.597,0.476,0.546,0.548,0.541,0.676,0.0668,0,0,0,0.495,Low,0"
"908,2023-05-28 16:00:00,2023-05-28,16:00,16,0,Sunday,6,5,2023,21,Summer,1,0,Afternoon,0,1,0,H003,RELA MS International Hospital,Multi-Specialty,20,17,4,0,17,6,4,4,1,3,1,0,Respiratory Distress,25.1,41.0,111.2,19.4,14.4,4.8,4,10,2,1,1,1,1,70.6,Full,1,1,39.3,57.6,Cloudy,1.0,0.85,0.702,0.579,0.941,0.736,1.011,0.821,0.842,0.795,0.0709,0,0,0,0.895,High,0"
"909,2023-05-29 10:00:00,2023-05-29,10:00,10,0,Monday,0,5,2023,22,Summer,0,0,Morning,1,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,18,6,2,16,4,5,0,0,4,0,3,Fracture/Trauma,18.8,29.5,150.2,17.0,14.6,6.0,5,14,1,1,1,1,1,46.3,Low,30,1,33.8,60.5,Clear,1.0,0.9,0.785,0.81,0.936,1.025,0.752,0.9,0.954,0.841,0.0612,0,0,0,0.988,High,0"
"910,2023-05-30 18:00:00,2023-05-30,18:00,18,0,Tuesday,1,5,2023,22,Summer,0,0,Afternoon,0,1,0,H003,RELA MS International Hospital,Multi-Specialty,20,19,6,0,18,3,5,1,2,0,1,0,Road Accident,46.9,86.8,64.8,12.9,14.5,6.0,4,10,4,1,1,1,1,38.0,Full,3,1,26.3,42.4,Rain,1.1,0.95,0.856,0.989,0.863,0.813,0.758,1.122,0.875,0.801,0.1464,0,0,0,0.811,High,0"
"911,2023-05-31 11:00:00,2023-05-31,11:00,11,0,Wednesday,2,5,2023,22,Summer,0,0,Morning,1,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,22,4,2,15,3,1,5,7,5,0,1,Road Accident,13.7,36.8,80.4,19.4,3.1,1.2,5,14,5,0,1,1,1,71.9,Medium,41,1,40.9,70.5,Heavy Rain,1.3,1.1,0.496,0.636,1.098,1.093,1.075,1.036,1.097,0.969,0.111,1,0,0,1.128,Overloaded,1"
"912,2023-06-01 18:00:00,2023-06-01,18:00,18,0,Thursday,3,6,2023,22,Monsoon,0,0,Afternoon,0,1,0,H003,RELA MS International Hospital,Multi-Specialty,20,17,5,1,16,5,4,3,5,5,0,2,Road Accident,38.2,107.5,149.4,24.7,8.6,4.8,4,10,5,0,1,1,1,31.8,Low,6,1,26.0,70.6,Clear,1.0,0.85,0.724,0.659,0.85,0.992,0.913,0.989,0.897,0.918,0.1425,0,1,0,0.734,Medium,0"
"913,2023-06-02 09:00:00,2023-06-02,09:00,9,0,Friday,4,6,2023,22,Monsoon,0,0,Morning,1,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,18,6,0,18,2,3,0,1,0,2,2,Road Accident,38.2,96.4,70.6,12.4,6.4,3.6,5,14,2,1,1,1,1,46.5,Medium,18,1,32.2,47.7,Clear,1.0,0.9,0.91,0.721,0.948,1.039,0.73,0.828,0.962,0.888,0.1896,0,0,0,0.972,High,0"
"914,2023-06-03 14:00:00,2023-06-03,14:00,14,0,Saturday,5,6,2023,22,Monsoon,1,0,Afternoon,0,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,17,4,2,15,6,4,4,2,3,0,0,Stroke,31.4,83.9,114.1,11.0,3.4,4.8,4,10,4,0,1,1,1,88.0,Medium,34,1,25.9,90.9,Clear,1.0,0.85,0.936,0.637,0.841,0.742,0.916,1.063,0.811,0.706,0.1902,1,0,0,0.947,High,0"
"915,2023-06-04 13:00:00,2023-06-04,13:00,13,0,Sunday,6,6,2023,22,Monsoon,1,0,Morning,0,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,22,4,0,17,4,3,2,3,1,1,2,Obstetric Emergency,31.0,68.0,43.8,4.3,5.7,3.6,5,14,3,0,1,1,1,87.1,Full,29,1,25.1,54.2,Heavy Rain,1.3,1.1,0.585,0.684,1.094,0.984,0.906,0.909,1.059,1.089,0.1019,0,0,0,1.235,Overloaded,1"
"916,2023-06-05 21:00:00,2023-06-05,21:00,21,0,Monday,0,6,2023,23,Monsoon,0,0,Afternoon,0,1,0,H003,RELA MS International Hospital,Multi-Specialty,20,15,2,2,13,6,0,0,0,5,1,0,Cardiac Arrest,13.5,22.1,122.3,14.5,14.7,0.0,4,10,2,0,1,1,1,22.6,Full,16,1,32.4,74.3,Cloudy,1.0,0.75,0.814,0.9,0.702,0.852,0.614,0.734,0.768,0.685,0.0465,0,0,0,0.776,High,0"
"917,2023-06-06 02:00:00,2023-06-06,02:00,2,0,Tuesday,1,6,2023,23,Monsoon,0,0,Night,0,0,1,H003,RELA MS International Hospital,Multi-Specialty,20,6,0,1,5,0,0,0,2,5,0,1,Cardiac Arrest,0.0,0.0,58.7,25.2,5.4,0.0,2,6,6,0,1,1,1,81.6,Low,1,1,38.5,65.8,Clear,1.0,0.3,0.417,0.506,0.395,0.388,0.413,0.215,0.361,0.264,0.0474,0,0,0,0.288,Low,0"
"918,2023-06-07 01:00:00,2023-06-07,01:00,1,0,Wednesday,2,6,2023,23,Monsoon,0,0,Night,0,0,1,H003,RELA MS International Hospital,Multi-Specialty,20,5,0,0,5,0,0,0,1,0,1,2,Cardiac Arrest,0.0,0.0,69.5,6.8,12.3,0.0,2,6,1,1,1,1,1,64.0,Medium,20,1,41.0,81.2,Rain,1.1,0.25,0.858,0.988,0.313,0.268,0.318,0.158,0.277,0.227,0.0838,0,0,0,0.223,Low,0"
"919,2023-06-08 20:00:00,2023-06-08,20:00,20,0,Thursday,3,6,2023,23,Monsoon,0,0,Afternoon,0,1,0,H003,RELA MS International Hospital,Multi-Specialty,20,17,3,0,16,4,0,0,1,4,0,2,Poisoning,13.0,20.0,117.9,24.8,6.1,0.0,4,10,4,1,1,1,1,29.6,Low,5,1,34.0,72.6,Rain,1.1,0.85,0.93,0.809,0.852,0.908,1.03,0.968,0.87,0.889,0.1067,0,0,0,0.983,High,0"
"920,2023-06-09 09:00:00,2023-06-09,09:00,9,0,Friday,4,6,2023,23,Monsoon,0,0,Morning,1,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,20,8,1,18,2,2,5,1,3,2,3,Road Accident,52.0,87.8,98.8,23.0,7.9,2.4,5,14,3,1,1,1,1,44.3,Medium,29,1,38.3,53.5,Rain,1.1,1.0,0.871,0.9,0.985,1.092,0.82,0.754,1.026,1.02,0.1256,0,0,0,1.156,Overloaded,1"
"921,2023-06-10 12:00:00,2023-06-10,12:00,12,0,Saturday,5,6,2023,23,Monsoon,1,0,Morning,0,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,16,3,0,16,1,0,0,1,5,2,3,Cardiac Arrest,9.3,14.4,155.4,18.2,7.2,0.0,5,14,2,0,1,1,1,88.3,Full,45,1,37.2,73.2,Clear,1.0,0.8,0.521,0.836,0.719,0.78,0.829,1.046,0.766,0.906,0.1616,0,0,0,0.908,High,0"
"922,2023-06-11 07:00:00,2023-06-11,07:00,7,0,Sunday,6,6,2023,23,Monsoon,1,0,Morning,1,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,16,3,2,14,6,4,0,3,5,2,2,Road Accident,13.5,39.0,127.8,11.3,11.1,4.8,5,14,3,1,1,1,1,85.3,Medium,29,1,32.3,71.5,Cloudy,1.0,0.8,0.926,0.585,0.837,0.723,0.636,0.976,0.787,0.827,0.1533,0,0,0,0.754,High,0"
"923,2023-06-12 21:00:00,2023-06-12,21:00,21,0,Monday,0,6,2023,24,Monsoon,0,0,Afternoon,0,1,0,H003,RELA MS International Hospital,Multi-Specialty,20,15,1,2,13,6,1,0,2,5,0,2,Respiratory Distress,5.2,15.4,37.0,10.5,14.0,1.2,4,10,3,1,1,1,1,82.7,Full,5,1,26.9,73.0,Cloudy,1.0,0.75,0.627,0.747,0.729,0.8,0.602,0.694,0.76,0.739,0.1927,0,0,0,0.879,High,0"
"924,2023-06-13 22:00:00,2023-06-13,22:00,22,0,Tuesday,1,6,2023,24,Monsoon,0,0,Night,0,0,1,H003,RELA MS International Hospital,Multi-Specialty,20,13,0,0,13,4,1,0,1,2,2,2,Poisoning,0.0,0.0,144.0,23.3,12.7,1.2,2,6,4,0,1,1,1,74.5,Full,45,1,40.8,93.8,Cloudy,1.0,0.65,0.978,0.798,0.638,0.779,0.618,0.641,0.689,0.582,0.1609,0,0,0,0.599,Medium,0"
"925,2023-06-14 03:00:00,2023-06-14,03:00,3,0,Wednesday,2,6,2023,24,Monsoon,0,0,Night,0,0,1,H003,RELA MS International Hospital,Multi-Specialty,20,3,0,0,3,1,0,0,1,1,0,0,Cardiac Arrest,0.0,0.0,141.1,3.1,9.4,0.0,2,6,2,0,1,1,1,86.5,Medium,14,0,36.5,61.2,Heavy Rain,1.3,0.15,0.886,0.984,0.244,0.278,0.1,0.337,0.224,0.1,0.0388,0,0,0,0.175,Low,0"
"926,2023-06-15 07:00:00,2023-06-15,07:00,7,0,Thursday,3,6,2023,24,Monsoon,0,0,Morning,1,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,16,0,0,13,4,3,0,3,4,0,0,Road Accident,0.0,0.0,162.3,15.7,4.2,3.6,5,14,5,1,1,1,1,18.9,Medium,5,1,41.6,48.8,Heavy Rain,1.3,0.8,0.966,0.559,0.834,0.949,0.843,0.965,0.861,0.859,0.1293,0,0,0,0.827,High,0"
"927,2023-06-16 19:00:00,2023-06-16,19:00,19,0,Friday,4,6,2023,24,Monsoon,0,0,Afternoon,0,1,0,H003,RELA MS International Hospital,Multi-Specialty,20,19,7,2,16,5,4,3,4,4,0,3,Road Accident,48.0,134.2,41.0,26.9,5.7,4.8,4,10,1,1,1,1,1,73.5,Full,10,1,35.2,79.7,Rain,1.1,0.95,0.841,0.56,0.873,0.908,1.066,0.715,0.91,0.85,0.0676,1,0,0,0.812,High,0"
"928,2023-06-17 13:00:00,2023-06-17,13:00,13,0,Saturday,5,6,2023,24,Monsoon,1,0,Morning,0,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,22,5,1,16,4,5,3,6,2,0,0,Burns,23.1,44.6,129.2,21.6,2.5,6.0,5,14,2,1,1,0,1,71.5,Medium,48,1,29.5,42.4,Heavy Rain,1.3,1.1,0.948,0.834,1.035,1.024,1.065,0.996,1.053,1.068,0.1471,0,0,0,1.106,Overloaded,1"
"929,2023-06-18 12:00:00,2023-06-18,12:00,12,0,Sunday,6,6,2023,24,Monsoon,1,0,Morning,0,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,17,4,0,17,2,4,1,5,2,2,3,Road Accident,29.2,55.7,164.7,5.0,11.8,4.8,5,14,1,0,1,1,1,71.4,Medium,29,1,30.8,54.1,Clear,1.0,0.85,0.987,0.642,0.838,0.968,0.874,1.039,0.885,0.826,0.0456,0,0,0,0.874,High,0"
"930,2023-06-19 17:00:00,2023-06-19,17:00,17,0,Monday,0,6,2023,25,Monsoon,0,0,Afternoon,0,1,0,H003,RELA MS International Hospital,Multi-Specialty,20,18,6,1,17,3,3,3,0,2,0,3,Road Accident,19.6,47.9,174.7,8.4,6.5,3.6,4,10,5,1,1,1,1,70.5,Medium,25,1,30.4,76.8,Cloudy,1.0,0.9,0.507,0.712,0.985,0.828,0.799,1.118,0.904,0.914,0.1485,0,0,0,0.85,High,0"
"931,2023-06-20 07:00:00,2023-06-20,07:00,7,0,Tuesday,1,6,2023,25,Monsoon,0,0,Morning,1,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,14,1,2,12,1,3,0,4,0,1,1,Road Accident,7.8,13.4,174.2,11.2,6.4,3.6,5,14,4,0,1,1,1,89.3,Full,37,1,41.8,48.5,Cloudy,1.0,0.7,0.834,0.5,0.601,0.716,0.637,0.78,0.672,0.809,0.1783,0,0,0,0.68,Medium,0"
"932,2023-06-21 20:00:00,2023-06-21,20:00,20,0,Wednesday,2,6,2023,25,Monsoon,0,0,Afternoon,0,1,0,H003,RELA MS International Hospital,Multi-Specialty,20,17,3,2,14,1,0,0,5,3,0,3,Road Accident,12.0,32.4,165.6,14.5,2.3,0.0,4,10,3,1,1,1,1,45.4,Full,17,1,35.8,46.9,Rain,1.1,0.85,0.549,0.718,0.837,0.981,0.757,1.045,0.889,0.881,0.1988,0,0,1,0.978,High,0"
"933,2023-06-22 21:00:00,2023-06-22,21:00,21,0,Thursday,3,6,2023,25,Monsoon,0,0,Afternoon,0,1,0,H003,RELA MS International Hospital,Multi-Specialty,20,18,0,1,13,2,1,0,4,3,3,0,Obstetric Emergency,0.0,0.0,90.0,10.8,9.0,1.2,4,10,4,0,1,1,1,29.0,Medium,10,1,25.4,59.7,Heavy Rain,1.3,0.9,0.617,0.615,0.942,0.99,1.033,1.02,0.944,0.826,0.0408,0,0,0,0.883,High,0"
"934,2023-06-23 15:00:00,2023-06-23,15:00,15,0,Friday,4,6,2023,25,Monsoon,0,0,Afternoon,0,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,14,1,0,14,5,2,0,1,5,2,0,Stroke,6.4,12.4,47.5,10.4,8.6,2.4,4,10,3,1,1,1,1,58.9,Medium,4,1,38.4,89.3,Cloudy,1.0,0.7,0.897,0.63,0.625,0.719,0.51,0.681,0.681,0.797,0.1548,0,0,0,0.647,Medium,0"
"935,2023-06-24 09:00:00,2023-06-24,09:00,9,0,Saturday,5,6,2023,25,Monsoon,1,0,Morning,1,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,24,8,2,17,3,4,0,6,0,4,2,Road Accident,59.7,100.8,84.3,16.5,11.6,4.8,5,14,3,1,1,1,1,74.0,Full,37,1,36.0,64.8,Heavy Rain,1.3,1.2,0.598,0.657,1.286,1.295,1.288,1.142,1.26,1.308,0.0615,0,1,0,1.222,Overloaded,1"
"936,2023-06-25 17:00:00,2023-06-25,17:00,17,0,Sunday,6,6,2023,25,Monsoon,1,0,Afternoon,0,1,0,H003,RELA MS International Hospital,Multi-Specialty,20,20,8,2,17,2,4,4,1,5,4,3,Road Accident,44.1,118.1,179.4,10.4,2.8,4.8,4,10,4,0,1,1,1,15.4,Medium,27,1,25.4,78.5,Rain,1.1,1.0,0.422,0.579,1.038,0.974,1.043,1.047,1.004,1.011,0.1773,0,1,1,1.124,Overloaded,1"
"937,2023-06-26 22:00:00,2023-06-26,22:00,22,0,Monday,0,6,2023,26,Monsoon,0,0,Night,0,0,1,H003,RELA MS International Hospital,Multi-Specialty,20,12,0,0,11,1,0,0,2,0,1,1,Road Accident,0.0,0.0,37.4,15.4,5.3,0.0,2,6,4,1,1,1,1,45.0,Low,13,1,28.5,69.2,Rain,1.1,0.6,0.962,0.969,0.605,0.546,0.453,0.495,0.584,0.496,0.1795,0,0,0,0.592,Medium,0"
"938,2023-06-27 02:00:00,2023-06-27,02:00,2,0,Tuesday,1,6,2023,26,Monsoon,0,0,Night,0,0,1,H003,RELA MS International Hospital,Multi-Specialty,20,5,0,1,4,1,1,0,0,2,1,0,Cardiac Arrest,0.0,0.0,166.2,19.2,11.7,1.2,2,6,1,1,1,1,1,75.6,Low,27,1,33.8,84.3,Rain,1.1,0.25,0.916,0.958,0.292,0.323,0.225,0.125,0.288,0.239,0.0821,0,0,0,0.259,Low,0"
"939,2023-06-28 06:00:00,2023-06-28,06:00,6,0,Wednesday,2,6,2023,26,Monsoon,0,0,Morning,0,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,10,0,1,9,1,3,0,0,4,0,2,Road Accident,0.0,0.0,77.9,23.0,13.2,3.6,5,14,1,0,1,1,1,51.1,Low,29,1,37.1,73.3,Clear,1.0,0.5,0.949,0.561,0.418,0.613,0.352,0.744,0.51,0.595,0.1763,0,0,1,0.512,Medium,0"
"940,2023-06-29 08:00:00,2023-06-29,08:00,8,0,Thursday,3,6,2023,26,Monsoon,0,0,Morning,1,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,18,6,2,16,6,1,2,3,1,2,1,Road Accident,42.5,106.7,135.7,5.5,5.6,1.2,5,14,2,0,1,1,1,40.2,Medium,20,1,31.3,74.8,Cloudy,1.0,0.9,0.913,0.871,0.92,1.046,0.841,0.911,0.955,0.836,0.1725,0,0,0,0.996,High,0"
"941,2023-06-30 04:00:00,2023-06-30,04:00,4,0,Friday,4,6,2023,26,Monsoon,0,0,Night,0,0,1,H003,RELA MS International Hospital,Multi-Specialty,20,6,0,1,4,0,1,0,2,0,1,3,Cardiac Arrest,0.0,0.0,64.8,18.0,5.1,1.2,2,6,3,1,1,1,1,80.0,Full,8,1,40.9,68.4,Heavy Rain,1.3,0.3,0.693,0.809,0.205,0.229,0.102,0.514,0.245,0.211,0.0675,0,0,0,0.258,Low,0"
"942,2023-07-01 02:00:00,2023-07-01,02:00,2,0,Saturday,5,7,2023,26,Monsoon,1,0,Night,0,0,1,H003,RELA MS International Hospital,Multi-Specialty,20,6,0,1,5,1,1,0,2,2,0,3,Cardiac Arrest,0.0,0.0,74.0,25.5,14.5,1.2,2,6,3,0,1,1,1,22.3,Low,6,1,40.4,62.3,Clear,1.0,0.3,0.553,0.918,0.268,0.355,0.332,0.449,0.308,0.323,0.1382,0,0,0,0.346,Low,0"
"943,2023-07-02 23:00:00,2023-07-02,23:00,23,0,Sunday,6,7,2023,26,Monsoon,1,0,Night,0,0,1,H003,RELA MS International Hospital,Multi-Specialty,20,11,0,1,10,4,1,0,1,4,2,2,Pediatric Emergency,0.0,0.0,150.0,21.0,3.1,1.2,2,6,3,1,1,1,1,20.2,Full,50,1,26.4,87.6,Clear,1.0,0.55,0.653,0.83,0.494,0.676,0.625,0.355,0.573,0.696,0.1971,1,0,0,0.534,Medium,0"
"944,2023-07-03 20:00:00,2023-07-03,20:00,20,0,Monday,0,7,2023,27,Monsoon,0,0,Afternoon,0,1,0,H003,RELA MS International Hospital,Multi-Specialty,20,24,7,1,18,1,0,0,0,3,1,1,Respiratory Distress,46.1,132.8,153.5,28.9,7.2,0.0,4,10,5,0,1,1,1,36.8,Full,29,1,27.8,48.8,Heavy Rain,1.3,1.2,0.908,0.749,1.218,1.126,1.063,1.33,1.181,1.327,0.18,0,0,0,1.023,Overloaded,1"
"945,2023-07-04 03:00:00,2023-07-04,03:00,3,0,Tuesday,1,7,2023,27,Monsoon,0,0,Night,0,0,1,H003,RELA MS International Hospital,Multi-Specialty,20,5,0,0,4,0,1,0,0,3,0,2,Cardiac Arrest,0.0,0.0,22.3,20.7,5.1,1.2,2,6,3,1,1,0,1,62.6,Low,13,1,26.5,68.3,Heavy Rain,1.3,0.25,0.827,0.902,0.279,0.243,0.228,0.165,0.257,0.221,0.0901,0,0,0,0.261,Low,0"
"946,2023-07-05 16:00:00,2023-07-05,16:00,16,0,Wednesday,2,7,2023,27,Monsoon,0,0,Afternoon,0,1,0,H003,RELA MS International Hospital,Multi-Specialty,20,19,6,0,18,5,2,5,6,4,2,3,Road Accident,30.3,60.3,52.1,14.1,2.5,2.4,4,10,6,1,1,1,1,89.1,Full,45,1,25.2,94.4,Rain,1.1,0.95,0.846,0.575,0.872,1.019,1.147,0.898,0.947,1.002,0.1268,0,0,0,0.927,High,0"
"947,2023-07-06 04:00:00,2023-07-06,04:00,4,0,Thursday,3,7,2023,27,Monsoon,0,0,Night,0,0,1,H003,RELA MS International Hospital,Multi-Specialty,20,4,0,0,4,0,0,0,0,1,1,0,Burns,0.0,0.0,137.2,9.0,8.3,0.0,2,6,2,1,1,1,1,77.9,Full,7,0,27.6,75.3,Cloudy,1.0,0.2,0.867,0.677,0.197,0.174,0.109,0.1,0.19,0.331,0.1587,0,0,0,0.191,Low,0"
"948,2023-07-07 04:00:00,2023-07-07,04:00,4,0,Friday,4,7,2023,27,Monsoon,0,0,Night,0,0,1,H003,RELA MS International Hospital,Multi-Specialty,20,4,0,1,3,0,0,0,1,3,1,3,Poisoning,0.0,0.0,127.8,3.6,14.4,0.0,2,6,4,1,1,1,1,16.9,Medium,19,1,38.5,77.2,Rain,1.1,0.2,0.988,0.685,0.14,0.1,0.218,0.219,0.147,0.114,0.0825,0,0,0,0.24,Low,0"
"949,2023-07-08 00:00:00,2023-07-08,00:00,0,0,Saturday,5,7,2023,27,Monsoon,1,0,Night,0,0,1,H003,RELA MS International Hospital,Multi-Specialty,20,8,0,1,7,1,2,0,0,2,1,1,Cardiac Arrest,0.0,0.0,45.4,20.1,6.0,2.4,2,6,4,1,1,0,1,58.4,Low,38,1,30.0,74.8,Cloudy,1.0,0.4,0.684,0.527,0.414,0.488,0.351,0.433,0.434,0.505,0.1459,0,0,0,0.37,Low,0"
"950,2023-07-09 07:00:00,2023-07-09,07:00,7,0,Sunday,6,7,2023,27,Monsoon,1,0,Morning,1,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,17,5,1,16,3,3,3,4,1,2,2,Road Accident,17.6,42.3,76.6,29.6,13.6,3.6,5,14,2,1,1,1,1,18.6,Low,43,1,30.8,68.2,Cloudy,1.0,0.85,0.616,0.755,0.85,0.865,0.953,0.973,0.855,0.909,0.1026,0,0,1,1.007,Overloaded,1"
"951,2023-07-10 21:00:00,2023-07-10,21:00,21,0,Monday,0,7,2023,28,Monsoon,0,0,Afternoon,0,1,0,H003,RELA MS International Hospital,Multi-Specialty,20,20,3,0,16,6,4,0,3,4,1,0,Respiratory Distress,23.6,38.6,56.5,21.2,4.1,4.8,4,10,1,0,1,1,1,24.1,Full,6,1,34.4,50.5,Heavy Rain,1.3,1.0,0.62,0.515,0.984,0.87,0.854,1.166,0.951,1.126,0.1366,0,0,0,1.023,Overloaded,1"
"952,2023-07-11 02:00:00,2023-07-11,02:00,2,0,Tuesday,1,7,2023,28,Monsoon,0,0,Night,0,0,1,H003,RELA MS International Hospital,Multi-Specialty,20,7,0,0,6,1,0,0,0,0,1,3,Cardiac Arrest,0.0,0.0,66.6,13.8,9.5,0.0,2,6,6,0,1,1,1,18.4,Low,0,1,28.4,70.2,Heavy Rain,1.3,0.35,0.794,0.813,0.347,0.21,0.195,0.411,0.302,0.381,0.1578,0,0,0,0.407,Low,0"
"953,2023-07-12 06:00:00,2023-07-12,06:00,6,0,Wednesday,2,7,2023,28,Monsoon,0,0,Morning,0,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,15,0,0,12,2,2,0,4,3,0,1,Respiratory Distress,0.0,0.0,61.1,17.4,4.4,2.4,5,14,1,1,1,1,1,23.5,Full,2,1,40.4,57.2,Heavy Rain,1.3,0.75,0.794,0.859,0.711,0.786,0.595,0.988,0.749,0.618,0.1183,0,0,0,0.825,High,0"
"954,2023-07-13 09:00:00,2023-07-13,09:00,9,0,Thursday,3,7,2023,28,Monsoon,0,0,Morning,1,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,20,9,0,20,2,6,1,5,0,1,0,Road Accident,34.5,63.1,80.9,5.7,8.1,7.2,5,14,3,1,0,1,1,31.1,Full,33,1,28.8,44.2,Cloudy,1.0,1.0,0.847,0.582,0.928,1.071,0.94,1.106,1.0,0.965,0.0957,0,0,0,0.976,High,0"
"955,2023-07-14 12:00:00,2023-07-14,12:00,12,0,Friday,4,7,2023,28,Monsoon,0,0,Morning,0,0,0,H003,RELA MS International Hospital,Multi-Specialty,20,19,6,0,18,1,3,3,2,0,3,2,Obstetric Emergency,41.8,75.8,138.7,26.1,5.7,3.6,5,14,6,0,1,1,0,39.0,Full,4,1,30.0,67.9,Rain,1.1,0.95,0.569,0.536,1.001,0.93,0.844,0.708,0.96,0.851,0.143,1,0,0,1.012,Overloaded,1"
"956,2023-07-15 16:00:00,2023-07-15,16:00,16,0,Saturday,5,7,2023,28,Monsoon,1,0,Afternoon,0,1,0,H003,RELA MS International Hospital,Multi-Specialty,20,20,9,2,18,2,4,2,4,1,2,2,Cardiac Arrest,45.6,117.5,98.3,3.2,8.5,4.8,4,10,2,1,1,1,1,48.9,Medium,41,1,32.9,80.4,Cloudy,1.0,1.0,0.666,0.956,1.099,1.045,0.957,1.08,1.048,1.099,0.0534,0,1,0,0.969,High,0"
"957,2023-07-16 17:00:00,2023-07-16,17:00,17,0,Sunday,6,7,2023,28,Monsoon,1,0,Afternoon,0,1,0,H003,RELA MS International Hospital,Multi-Specialty,20,20,9,1,19,0,2,0,5,2,3,0,Road Accident,31.0,79.9,45.2,15.4,10.7,2.4,4,10,3,1,1,1,1,43.8,Medium,36,1,24.6,88.7,Clear,1.0,1.0,0.706,0.699,0.973,0.904,0.817,0.907,0.959,0.87,0.0632,0,0,0,1.014,Overloaded,1"
